GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;2;Group04Ki;120000,0
1;5;BasicKI;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Pe3-f4;2
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/5P2/PPPP1P2/RBNN1P2/aQKBRP2 Aa;Pc8-d7;6
2;0;119998;0;3rbkqA/2ppnnbr/2pppppp/8/5P2/PPPP1P2/RBNN1P2/aQKBRP2 Aa;Pf4-e5;1
3;1;119994;0;3rbkqA/2ppnnbr/2pppppp/4P3/8/PPPP1P2/RBNN1P2/aQKBRP2 Aa;Nf7xe5;5
4;0;119997;0;3rbkqA/2ppn1br/2pppppp/4n3/8/PPPP1P2/RBNN1P2/aQKBRP2 Aa;Re1-e4;2
5;1;119989;0;3rbkqA/2ppn1br/2pppppp/4n3/4R3/PPPP1P2/RBNN1P2/aQKB1P2 Aa;Ne5xd3;7
end; - ; - ; - ;3rbkqA/2ppn1br/2pppppp/8/4R3/PPPn1P2/RBNN1P2/aQKB1P2 Aa; - ; - 

Player;Tournament-Seed;Name;TimeSettings;Points;Time left (ms)
0;2;Group04Ki;120000,0;0;119995
1;5;BasicKI;120000,0;1;119982
