GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;1;KartoffelKI;120000,0
1;3;BasicKI;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Nd2-e4;703
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/4N3/PPPPPP2/RBN2P2/aQKBRP2 Aa;Ne7-d5;299
2;0;119297;0;2prbkqA/2p2nbr/2pppppp/3n4/4N3/PPPPPP2/RBN2P2/aQKBRP2 Aa;Nc2-b4;987
3;1;119701;0;2prbkqA/2p2nbr/2pppppp/3n4/1N2N3/PPPPPP2/RB3P2/aQKBRP2 Aa;Pc6-b5;497
4;0;118310;0;2prbkqA/2p2nbr/3ppppp/1p1n4/1N2N3/PPPPPP2/RB3P2/aQKBRP2 Aa;Nb4xd5;656
5;1;119204;0;2prbkqA/2p2nbr/3ppppp/1p1N4/4N3/PPPPPP2/RB3P2/aQKBRP2 Aa;Pd6xd5;623
6;0;117654;0;2prbkqA/2p2nbr/4pppp/1p1p4/4N3/PPPPPP2/RB3P2/aQKBRP2 Aa;Pf1-e2;1602
7;1;118581;0;2prbkqA/2p2nbr/4pppp/1p1p4/4N3/PPPPPP2/RB2PP2/aQKBR3 Aa;Nf7-e5;412
8;0;116052;0;2prbkqA/2p3br/4pppp/1p1pn3/4N3/PPPPPP2/RB2PP2/aQKBR3 Aa;Re1-h1;1030
9;1;118169;0;2prbkqA/2p3br/4pppp/1p1pn3/4N3/PPPPPP2/RB2PP2/aQKB3R Aa;Qg8-f7;916
10;0;115022;0;2prbk1A/2p2qbr/4pppp/1p1pn3/4N3/PPPPPP2/RB2PP2/aQKB3R Aa;Rh1-h4;1373
11;1;117253;0;2prbk1A/2p2qbr/4pppp/1p1pn3/4N2R/PPPPPP2/RB2PP2/aQKB4 Aa;Pe6-f5;1157
12;0;113649;0;2prbk1A/2p2qbr/5ppp/1p1pnp2/4N2R/PPPPPP2/RB2PP2/aQKB4 Aa;Bd1-c2;1414
13;1;116096;0;2prbk1A/2p2qbr/5ppp/1p1pnp2/4N2R/PPPPPP2/RBB1PP2/aQK5 Aa;Ne5xd3;1264
14;0;112235;0;2prbk1A/2p2qbr/5ppp/1p1p1p2/4N2R/PPPnPP2/RBB1PP2/aQK5 Aa;Bc2xd3;159
15;1;114832;0;2prbk1A/2p2qbr/5ppp/1p1p1p2/4N2R/PPPBPP2/RB2PP2/aQK5 Aa;Pf6-e5;912
16;0;112076;0;2prbk1A/2p2qbr/6pp/1p1ppp2/4N2R/PPPBPP2/RB2PP2/aQK5 Aa;Ne4-g3;1884
17;1;113920;0;2prbk1A/2p2qbr/6pp/1p1ppp2/7R/PPPBPPN1/RB2PP2/aQK5 Aa;Pd5-e4;1767
18;0;110192;0;2prbk1A/2p2qbr/6pp/1p2pp2/4p2R/PPPBPPN1/RB2PP2/aQK5 Aa;Bd3-c4;3430
19;1;112153;0;2prbk1A/2p2qbr/6pp/1p2pp2/2B1p2R/PPP1PPN1/RB2PP2/aQK5 Aa;Rd8-d2;1843
20;0;106762;0;2p1bk1A/2p2qbr/6pp/1p2pp2/2B1p2R/PPP1PPN1/RB1rPP2/aQK5 Aa;Bc4xf7;556
21;1;110310;0;2p1bk1A/2p2Bbr/6pp/1p2pp2/4p2R/PPP1PPN1/RB1rPP2/aQK5 Aa;Pe4xe3;1373
22;0;106206;0;2p1bk1A/2p2Bbr/6pp/1p2pp2/7R/PPP1pPN1/RB1rPP2/aQK5 Aa;Kc1xd2;1052
23;1;108937;0;2p1bk1A/2p2Bbr/6pp/1p2pp2/7R/PPP1pPN1/RB1KPP2/aQ6 Aa;Pe3xe2;1637
24;0;105154;0;2p1bk1A/2p2Bbr/6pp/1p2pp2/7R/PPP2PN1/RB1KpP2/aQ6 Aa;Bf7xe8;2640
25;1;107300;0;2p1Bk1A/2p3br/6pp/1p2pp2/7R/PPP2PN1/RB1KpP2/aQ6 Aa;Kf8xe8;3738
26;0;102514;0;2p1k2A/2p3br/6pp/1p2pp2/7R/PPP2PN1/RB1KpP2/aQ6 Aa;Qb1xf5;894
27;1;103562;0;2p1k2A/2p3br/6pp/1p2pQ2/7R/PPP2PN1/RB1KpP2/a7 Aa;Pb5-c4;1438
28;0;101620;0;2p1k2A/2p3br/6pp/4pQ2/2p4R/PPP2PN1/RB1KpP2/a7 Aa;Pc3xc4;1360
29;1;102124;0;2p1k2A/2p3br/6pp/4pQ2/2P4R/PP3PN1/RB1KpP2/a7 Aa;Pe5-f4;1392
30;0;100260;0;2p1k2A/2p3br/6pp/5Q2/2P2p1R/PP3PN1/RB1KpP2/a7 Aa;Qf5xc8;1575
31;1;100732;0;2Q1k2A/2p3br/6pp/8/2P2p1R/PP3PN1/RB1KpP2/a7 Aa;Ke8-e7;303
32;0;98685;0;2Q4A/2p1k1br/6pp/8/2P2p1R/PP3PN1/RB1KpP2/a7 Aa;Qc8xc7;761
33;1;100429;0;7A/2Q1k1br/6pp/8/2P2p1R/PP3PN1/RB1KpP2/a7 Aa;Ke7-e6;515
34;0;97924;0;7A/2Q3br/4k1pp/8/2P2p1R/PP3PN1/RB1KpP2/a7 Aa;Qc7-b6;989
35;1;99914;0;7A/6br/1Q2k1pp/8/2P2p1R/PP3PN1/RB1KpP2/a7 Aa;Ke6-d5;781
36;0;96935;0;7A/6br/1Q4pp/3k4/2P2p1R/PP3PN1/RB1KpP2/a7 Aa;Qb6-c5;884
37;1;99133;0;7A/6br/6pp/2Qk4/2P2p1R/PP3PN1/RB1KpP2/a7 Aa;Kd5-e6;223
38;0;96051;0;7A/6br/4k1pp/2Q5/2P2p1R/PP3PN1/RB1KpP2/a7 Aa;Qc5-e3;1074
39;1;98910;0;7A/6br/4k1pp/8/2P2p1R/PP2QPN1/RB1KpP2/a7 Aa;Ke6-d6;763
40;0;94977;0;7A/6br/3k2pp/8/2P2p1R/PP2QPN1/RB1KpP2/a7 Aa;Qe3xf4;799
41;1;98147;0;7A/6br/3k2pp/8/2P2Q1R/PP3PN1/RB1KpP2/a7 Aa;Kd6-d7;610
42;0;94178;0;7A/3k2br/6pp/8/2P2Q1R/PP3PN1/RB1KpP2/a7 Aa;Kd2xe2;881
43;1;97537;0;7A/3k2br/6pp/8/2P2Q1R/PP3PN1/RB2KP2/a7 Aa;Bg7-c3;1392
44;0;93297;0;7A/3k3r/6pp/8/2P2Q1R/PPb2PN1/RB2KP2/a7 Aa;Qf4-g4;753
45;1;96145;0;7A/3k3r/6pp/8/2P3QR/PPb2PN1/RB2KP2/a7 Aa;Kd7-c7;601
46;0;92544;0;7A/2k4r/6pp/8/2P3QR/PPb2PN1/RB2KP2/a7 Aa;Qg4-f4;709
47;1;95544;0;7A/2k4r/6pp/8/2P2Q1R/PPb2PN1/RB2KP2/a7 Aa;Kc7-b7;944
