GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;5;BasicKI;120000,0
1;2;Group04Ki;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Pa3-b4;6
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/1P6/1PPPPP2/RBNN1P2/aQKBRP2 Aa;Be8-d7;1
2;0;119994;0;2pr1kqA/2pbnnbr/2pppppp/8/1P6/1PPPPP2/RBNN1P2/aQKBRP2 Aa;Pb4-c5;4
3;1;119999;0;2pr1kqA/2pbnnbr/2pppppp/2P5/8/1PPPPP2/RBNN1P2/aQKBRP2 Aa;Ne7-d5;1
4;0;119990;0;2pr1kqA/2pb1nbr/2pppppp/2Pn4/8/1PPPPP2/RBNN1P2/aQKBRP2 Aa;Pc5-b6;8
5;1;119998;0;2pr1kqA/2pb1nbr/1Ppppppp/3n4/8/1PPPPP2/RBNN1P2/aQKBRP2 Aa;Pg6-f5;1
6;0;119982;0;2pr1kqA/2pb1nbr/1Ppppp1p/3n1p2/8/1PPPPP2/RBNN1P2/aQKBRP2 Aa;Pb6-a7;8
7;1;119997;0;2pr1kqA/P1pb1nbr/2pppp1p/3n1p2/8/1PPPPP2/RBNN1P2/aQKBRP2 Aa;Pc6-b5;1
8;0;119974;0;2pr1kqA/P1pb1nbr/3ppp1p/1p1n1p2/8/1PPPPP2/RBNN1P2/aQKBRP2 Aa;Pb3-c4;8
9;1;119996;0;2pr1kqA/P1pb1nbr/3ppp1p/1p1n1p2/2P5/2PPPP2/RBNN1P2/aQKBRP2 Aa;Nd5-b6;1
10;0;119966;0;2pr1kqA/P1pb1nbr/1n1ppp1p/1p3p2/2P5/2PPPP2/RBNN1P2/aQKBRP2 Aa;Pc4-d5;7
11;1;119995;0;2pr1kqA/P1pb1nbr/1n1ppp1p/1p1P1p2/8/2PPPP2/RBNN1P2/aQKBRP2 Aa;Pf5-g4;1
12;0;119959;0;2pr1kqA/P1pb1nbr/1n1ppp1p/1p1P4/6p1/2PPPP2/RBNN1P2/aQKBRP2 Aa;Pd5-c6;8
13;1;119994;0;2pr1kqA/P1pb1nbr/1nPppp1p/1p6/6p1/2PPPP2/RBNN1P2/aQKBRP2 Aa;Pg4-h3;1
14;0;119951;0;2pr1kqA/P1pb1nbr/1nPppp1p/1p6/8/2PPPP1p/RBNN1P2/aQKBRP2 Aa;Pc6-b7;8
15;1;119993;0;2pr1kqA/PPpb1nbr/1n1ppp1p/1p6/8/2PPPP1p/RBNN1P2/aQKBRP2 Aa;Nf7-g5;1
16;0;119943;0;2pr1kqA/PPpb2br/1n1ppp1p/1p4n1/8/2PPPP1p/RBNN1P2/aQKBRP2 Aa;Ah8-f7;9
17;1;119992;0;2pr1kq1/PPpb1Abr/1n1ppp1p/1p4n1/8/2PPPP1p/RBNN1P2/aQKBRP2 a;Rh7-h8;1
18;0;119934;0;2pr1kqr/PPpb1Ab1/1n1ppp1p/1p4n1/8/2PPPP1p/RBNN1P2/aQKBRP2 a;Af7-e8;10
19;1;119991;0;2prAkqr/PPpb2b1/1n1ppp1p/1p4n1/8/2PPPP1p/RBNN1P2/aQKBRP2 a;Bd7-c6;1
20;0;119924;0;2prAkqr/PPp3b1/1nbppp1p/1p4n1/8/2PPPP1p/RBNN1P2/aQKBRP2 a;Ae8-d7;10
21;1;119990;0;2pr1kqr/PPpA2b1/1nbppp1p/1p4n1/8/2PPPP1p/RBNN1P2/aQKBRP2 a;Bc6-d5;1
22;0;119914;0;2pr1kqr/PPpA2b1/1n1ppp1p/1p1b2n1/8/2PPPP1p/RBNN1P2/aQKBRP2 a;Ad7-c6;11
23;1;119989;0;2pr1kqr/PPp3b1/1nAppp1p/1p1b2n1/8/2PPPP1p/RBNN1P2/aQKBRP2 a;Bd5xf3;1
24;0;119903;0;2pr1kqr/PPp3b1/1nAppp1p/1p4n1/8/2PPPb1p/RBNN1P2/aQKBRP2 a;Ac6xb7;11
25;1;119988;0;2pr1kqr/PAp3b1/1n1ppp1p/1p4n1/8/2PPPb1p/RBNN1P2/aQKBRP2 a;Nb6-a8;1
26;0;119892;0;n1pr1kqr/PAp3b1/3ppp1p/1p4n1/8/2PPPb1p/RBNN1P2/aQKBRP2 a;Ab7-b6;9
27;1;119987;0;n1pr1kqr/P1p3b1/1A1ppp1p/1p4n1/8/2PPPb1p/RBNN1P2/aQKBRP2 a;Bf3-h5;1
28;0;119883;0;n1pr1kqr/P1p3b1/1A1ppp1p/1p4nb/8/2PPP2p/RBNN1P2/aQKBRP2 a;Ab6-c6;9
29;1;119986;0;n1pr1kqr/P1p3b1/2Appp1p/1p4nb/8/2PPP2p/RBNN1P2/aQKBRP2 a;Kf8-e7;1
30;0;119874;0;n1pr2qr/P1p1k1b1/2Appp1p/1p4nb/8/2PPP2p/RBNN1P2/aQKBRP2 a;Ac6-b6;11
31;1;119985;0;n1pr2qr/P1p1k1b1/1A1ppp1p/1p4nb/8/2PPP2p/RBNN1P2/aQKBRP2 a;Rh8-h7;1
32;0;119863;0;n1pr2q1/P1p1k1br/1A1ppp1p/1p4nb/8/2PPP2p/RBNN1P2/aQKBRP2 a;Ab6-c6;10
