GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;0;BasicKI;120000,0
1;4;Group06BasicKI;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Pd3-e4;779
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/4P3/PPP1PP2/RBNN1P2/aQKBRP2 Aa;Pg6-f5;326
2;0;119221;0;2prbkqA/2p1nnbr/2pppp1p/5p2/4P3/PPP1PP2/RBNN1P2/aQKBRP2 Aa;Ah8-g6;220
3;1;119674;0;2prbkq1/2p1nnbr/2ppppAp/5p2/4P3/PPP1PP2/RBNN1P2/aQKBRP2 a;Ph6-g5;257
4;0;119001;0;2prbkq1/2p1nnbr/2ppppA1/5pp1/4P3/PPP1PP2/RBNN1P2/aQKBRP2 a;Ag6-h5;548
5;1;119417;0;2prbkq1/2p1nnbr/2pppp2/5ppA/4P3/PPP1PP2/RBNN1P2/aQKBRP2 a;Pc8-d7;519
6;0;118453;0;3rbkq1/2ppnnbr/2pppp2/5ppA/4P3/PPP1PP2/RBNN1P2/aQKBRP2 a;Ah5-h4;459
7;1;118898;0;3rbkq1/2ppnnbr/2pppp2/5pp1/4P2A/PPP1PP2/RBNN1P2/aQKBRP2 a;Pe6-d5;524
8;0;117994;0;3rbkq1/2ppnnbr/2pp1p2/3p1pp1/4P2A/PPP1PP2/RBNN1P2/aQKBRP2 a;Ah4-h3;950
9;1;118374;0;3rbkq1/2ppnnbr/2pp1p2/3p1pp1/4P3/PPP1PP1A/RBNN1P2/aQKBRP2 a;Pd6-e5;442
10;0;117044;0;3rbkq1/2ppnnbr/2p2p2/3pppp1/4P3/PPP1PP1A/RBNN1P2/aQKBRP2 a;Re1-e2;2094
11;1;117932;0;3rbkq1/2ppnnbr/2p2p2/3pppp1/4P3/PPP1PP1A/RBNNRP2/aQKB1P2 a;Pe5-d4;376
12;0;114950;0;3rbkq1/2ppnnbr/2p2p2/3p1pp1/3pP3/PPP1PP1A/RBNNRP2/aQKB1P2 a;Pc3-b4;1024
13;1;117556;0;3rbkq1/2ppnnbr/2p2p2/3p1pp1/1P1pP3/PP2PP1A/RBNNRP2/aQKB1P2 a;Nf7-h6;256
14;0;113926;0;3rbkq1/2ppn1br/2p2p1n/3p1pp1/1P1pP3/PP2PP1A/RBNNRP2/aQKB1P2 a;Ah3-g4;143
15;1;117300;0;3rbkq1/2ppn1br/2p2p1n/3p1pp1/1P1pP1A1/PP2PP2/RBNNRP2/aQKB1P2 a;Pf6-e5;186
16;0;113783;0;3rbkq1/2ppn1br/2p4n/3pppp1/1P1pP1A1/PP2PP2/RBNNRP2/aQKB1P2 a;Pe3-f4;2091
17;1;117114;0;3rbkq1/2ppn1br/2p4n/3pppp1/1P1pPPA1/PP3P2/RBNNRP2/aQKB1P2 a;Be8-g6;266
18;0;111692;0;3r1kq1/2ppn1br/2p3bn/3pppp1/1P1pPPA1/PP3P2/RBNNRP2/aQKB1P2 a;Re2-e3;2627
19;1;116848;0;3r1kq1/2ppn1br/2p3bn/3pppp1/1P1pPPA1/PP2RP2/RBNN1P2/aQKB1P2 a;Rd8-e8;298
20;0;109065;0;4rkq1/2ppn1br/2p3bn/3pppp1/1P1pPPA1/PP2RP2/RBNN1P2/aQKB1P2 a;Re3-e2;1836
21;1;116550;0;4rkq1/2ppn1br/2p3bn/3pppp1/1P1pPPA1/PP3P2/RBNNRP2/aQKB1P2 a;Bg7-f6;264
22;0;107229;0;4rkq1/2ppn2r/2p2bbn/3pppp1/1P1pPPA1/PP3P2/RBNNRP2/aQKB1P2 a;Ag4xf4;1569
23;1;116286;0;4rkq1/2ppn2r/2p2bbn/3pppp1/1P1pPA2/PP3P2/RBNNRP2/aQKB1P2 a;Pf5-g4;333
24;0;105660;0;4rkq1/2ppn2r/2p2bbn/3pp1p1/1P1pPAp1/PP3P2/RBNNRP2/aQKB1P2 a;Af4-g3;322
25;1;115953;0;4rkq1/2ppn2r/2p2bbn/3pp1p1/1P1pP1p1/PP3PA1/RBNNRP2/aQKB1P2 a;Pg4-h3;391
26;0;105338;0;4rkq1/2ppn2r/2p2bbn/3pp1p1/1P1pP3/PP3PAp/RBNNRP2/aQKB1P2 a;Ag3-h2;432
27;1;115562;0;4rkq1/2ppn2r/2p2bbn/3pp1p1/1P1pP3/PP3P1p/RBNNRP1A/aQKB1P2 a;Ph3-g2;888
28;0;104906;0;4rkq1/2ppn2r/2p2bbn/3pp1p1/1P1pP3/PP3P2/RBNNRPpA/aQKB1P2 a;Ah2-g1;330
29;1;114674;0;4rkq1/2ppn2r/2p2bbn/3pp1p1/1P1pP3/PP3P2/RBNNRPp1/aQKB1PA1 a;Pg5-f4;591
30;0;104576;0;4rkq1/2ppn2r/2p2bbn/3pp3/1P1pPp2/PP3P2/RBNNRPp1/aQKB1PA1 a;Pb4-a5;8649
31;1;114083;0;4rkq1/2ppn2r/2p2bbn/P2pp3/3pPp2/PP3P2/RBNNRPp1/aQKB1PA1 a;Pg2-h1N;1832
32;0;95927;0;4rkq1/2ppn2r/2p2bbn/P2pp3/3pPp2/PP3P2/RBNNRP2/aQKB1PAn a;Ag1xf2;485
33;1;112251;0;4rkq1/2ppn2r/2p2bbn/P2pp3/3pPp2/PP3P2/RBNNRA2/aQKB1P1n a;Nh1-g3;1291
34;0;95442;0;4rkq1/2ppn2r/2p2bbn/P2pp3/3pPp2/PP3Pn1/RBNNRA2/aQKB1P2 a;Af2xe2;683
35;1;110960;0;4rkq1/2ppn2r/2p2bbn/P2pp3/3pPp2/PP3Pn1/RBNNA3/aQKB1P2 a;Pc6-b5;733
36;0;94759;0;4rkq1/2ppn2r/5bbn/Pp1pp3/3pPp2/PP3Pn1/RBNNA3/aQKB1P2 a;Nd2-c4;4375
37;1;110227;0;4rkq1/2ppn2r/5bbn/Pp1pp3/2NpPp2/PP3Pn1/RBN1A3/aQKB1P2 a;Ng3xe4;780
38;0;90384;0;4rkq1/2ppn2r/5bbn/Pp1pp3/2Npnp2/PP3P2/RBN1A3/aQKB1P2 a;Ae2-d2;1191
39;1;109447;0;4rkq1/2ppn2r/5bbn/Pp1pp3/2Npnp2/PP3P2/RBNA4/aQKB1P2 a;Pd4-c3;1150
40;0;89193;0;4rkq1/2ppn2r/5bbn/Pp1pp3/2N1np2/PPp2P2/RBNA4/aQKB1P2 a;Pf3-g4;2367
41;1;108297;0;4rkq1/2ppn2r/5bbn/Pp1pp3/2N1npP1/PPp5/RBNA4/aQKB1P2 a;Ne4-f2;660
42;0;86826;0;4rkq1/2ppn2r/5bbn/Pp1pp3/2N2pP1/PPp5/RBNA1n2/aQKB1P2 a;Ad2xd1;442
43;1;107637;0;4rkq1/2ppn2r/5bbn/Pp1pp3/2N2pP1/PPp5/RBN2n2/aQKA1P2 a;Nf2-d3;494
end; - ; - ; - ;4rkq1/2ppn2r/5bbn/Pp1pp3/2N2pP1/PPpn4/RBN5/aQKA1P2 a; - ; - 

Player;Tournament-Seed;Name;TimeSettings;Points;Time left (ms)
0;0;BasicKI;120000,0;0;86384
1;4;Group06BasicKI;120000,0;1;107143
