GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;6;Nidoran;120000,0
1;1;KartoffelKI;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Pc3-b4;1145
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/1P6/PP1PPP2/RBNN1P2/aQKBRP2 Aa;Pd6-c5;609
2;0;118855;0;2prbkqA/2p1nnbr/2p1pppp/2p5/1P6/PP1PPP2/RBNN1P2/aQKBRP2 Aa;Nc2-d4;84
3;1;119391;0;2prbkqA/2p1nnbr/2p1pppp/2p5/1P1N4/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Nf7-g5;1512
4;0;118771;0;2prbkqA/2p1n1br/2p1pppp/2p3n1/1P1N4/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Nd4xc6;87
5;1;117879;0;2prbkqA/2p1n1br/2N1pppp/2p3n1/1P6/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Ne7xc6;774
6;0;118684;0;2prbkqA/2p3br/2n1pppp/2p3n1/1P6/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Bb2-c3;167
7;1;117105;0;2prbkqA/2p3br/2n1pppp/2p3n1/1P6/PPBPPP2/R2N1P2/aQKBRP2 Aa;Aa1-c2;1833
8;0;118517;0;2prbkqA/2p3br/2n1pppp/2p3n1/1P6/PPBPPP2/R1aN1P2/1QKBRP2 A;Bd1-e2;391
9;1;115272;0;2prbkqA/2p3br/2n1pppp/2p3n1/1P6/PPBPPP2/R1aNBP2/1QK1RP2 A;Ac2-d1;1916
10;0;118126;0;2prbkqA/2p3br/2n1pppp/2p3n1/1P6/PPBPPP2/R2NBP2/1QKaRP2 A;Bc3-d4;432
11;1;113356;0;2prbkqA/2p3br/2n1pppp/2p3n1/1P1B4/PP1PPP2/R2NBP2/1QKaRP2 A;Nc6xd4;1424
