GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;1;KartoffelKI;120000,0
1;6;Nidoran;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Nd2-e4;666
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/4N3/PPPPPP2/RBN2P2/aQKBRP2 Aa;Be8-d7;540
2;0;119334;0;2pr1kqA/2pbnnbr/2pppppp/8/4N3/PPPPPP2/RBN2P2/aQKBRP2 Aa;Pf1-e2;1027
3;1;119460;0;2pr1kqA/2pbnnbr/2pppppp/8/4N3/PPPPPP2/RBN1PP2/aQKBR3 Aa;Ne7-d5;105
4;0;118307;0;2pr1kqA/2pb1nbr/2pppppp/3n4/4N3/PPPPPP2/RBN1PP2/aQKBR3 Aa;Nc2-b4;865
5;1;119355;0;2pr1kqA/2pb1nbr/2pppppp/3n4/1N2N3/PPPPPP2/RB2PP2/aQKBR3 Aa;Nf7-e5;125
6;0;117442;0;2pr1kqA/2pb2br/2pppppp/3nn3/1N2N3/PPPPPP2/RB2PP2/aQKBR3 Aa;Ne4xd6;1264
7;1;119230;0;2pr1kqA/2pb2br/2pNpppp/3nn3/1N6/PPPPPP2/RB2PP2/aQKBR3 Aa;Rd8-e8;977
8;0;116178;0;2p1rkqA/2pb2br/2pNpppp/3nn3/1N6/PPPPPP2/RB2PP2/aQKBR3 Aa;Nb4xd5;709
9;1;118253;0;2p1rkqA/2pb2br/2pNpppp/3Nn3/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Re8-d8;2033
10;0;115469;0;2pr1kqA/2pb2br/2pNpppp/3Nn3/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Nd5-b6;1083
11;1;116220;0;2pr1kqA/2pb2br/1NpNpppp/4n3/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Rd8-e8;840
12;0;114386;0;2p1rkqA/2pb2br/1NpNpppp/4n3/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Nb6xd7;1018
13;1;115380;0;2p1rkqA/2pN2br/2pNpppp/4n3/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Kf8-e7;1078
14;0;113368;0;2p1r1qA/2pNk1br/2pNpppp/4n3/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Nd6xe8;801
15;1;114302;0;2p1N1qA/2pNk1br/2p1pppp/4n3/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Pe6-f5;390
16;0;112567;0;2p1N1qA/2pNk1br/2p2ppp/4np2/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Nd7xe5;1348
17;1;113912;0;2p1N1qA/2p1k1br/2p2ppp/4Np2/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Qg8-d5;126
18;0;111219;0;2p1N2A/2p1k1br/2p2ppp/3qNp2/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Ne8xf6;6918
19;1;113786;0;2p4A/2p1k1br/2p2Npp/3qNp2/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Pc8-b7;524
20;0;104301;0;7A/1pp1k1br/2p2Npp/3qNp2/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Nf6xd5;1709
21;1;113262;0;7A/1pp1k1br/2p3pp/3NNp2/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Ke7-e6;189
22;0;102592;0;7A/1pp3br/2p1k1pp/3NNp2/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Ne5xg6;1560
23;1;113073;0;7A/1pp3br/2p1k1Np/3N1p2/8/PPPPPP2/RB2PP2/aQKBR3 Aa;Bg7xc3;177
24;0;101032;0;7A/1pp4r/2p1k1Np/3N1p2/8/PPbPPP2/RB2PP2/aQKBR3 Aa;Nd5xc3;627
25;1;112896;0;7A/1pp4r/2p1k1Np/5p2/8/PPNPPP2/RB2PP2/aQKBR3 Aa;Rh7-g7;387
26;0;100405;0;7A/1pp3r1/2p1k1Np/5p2/8/PPNPPP2/RB2PP2/aQKBR3 Aa;Ah8-f7;470
27;1;112509;0;8/1pp2Ar1/2p1k1Np/5p2/8/PPNPPP2/RB2PP2/aQKBR3 a;Rg7xg6;908
28;0;99935;0;8/1pp2A2/2p1k1rp/5p2/8/PPNPPP2/RB2PP2/aQKBR3 a;Af7-g7;77
29;1;111601;0;8/1pp3A1/2p1k1rp/5p2/8/PPNPPP2/RB2PP2/aQKBR3 a;Ke6-d7;1416
30;0;99858;0;8/1ppk2A1/2p3rp/5p2/8/PPNPPP2/RB2PP2/aQKBR3 a;Pf3-g4;475
31;1;110185;0;8/1ppk2A1/2p3rp/5p2/6P1/PPNPP3/RB2PP2/aQKBR3 a;Kd7-e8;1639
32;0;99383;0;4k3/1pp3A1/2p3rp/5p2/6P1/PPNPP3/RB2PP2/aQKBR3 a;Re1-h1;385
