GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;1;KartoffelKI;120000,0
1;2;Group04Ki;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Nd2-e4;688
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/4N3/PPPPPP2/RBN2P2/aQKBRP2 Aa;Rd8-d7;1
2;0;119312;0;2p1bkqA/2prnnbr/2pppppp/8/4N3/PPPPPP2/RBN2P2/aQKBRP2 Aa;Pf1-e2;1144
3;1;119999;0;2p1bkqA/2prnnbr/2pppppp/8/4N3/PPPPPP2/RBN1PP2/aQKBR3 Aa;Pc6-d5;2
4;0;118168;0;2p1bkqA/2prnnbr/3ppppp/3p4/4N3/PPPPPP2/RBN1PP2/aQKBR3 Aa;Ne4-c5;899
5;1;119997;0;2p1bkqA/2prnnbr/3ppppp/2Np4/8/PPPPPP2/RBN1PP2/aQKBR3 Aa;Pe6-f5;2
6;0;117269;0;2p1bkqA/2prnnbr/3p1ppp/2Np1p2/8/PPPPPP2/RBN1PP2/aQKBR3 Aa;Nc5-e6;152
end; - ; - ; - ;2p1bkqA/2prnnbr/3pNppp/3p1p2/8/PPPPPP2/RBN1PP2/aQKBR3 Aa; - ; - 

Player;Tournament-Seed;Name;TimeSettings;Points;Time left (ms)
0;1;KartoffelKI;120000,0;1;117117
1;2;Group04Ki;120000,0;0;119995
