GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;6;Nidoran;120000,0
1;2;Group04Ki;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Pc3-b4;1151
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/1P6/PP1PPP2/RBNN1P2/aQKBRP2 Aa;Pc6-b5;1
2;0;118849;0;2prbkqA/2p1nnbr/3ppppp/1p6/1P6/PP1PPP2/RBNN1P2/aQKBRP2 Aa;Nc2-d4;90
3;1;119999;0;2prbkqA/2p1nnbr/3ppppp/1p6/1P1N4/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Ne7-f5;1
4;0;118759;0;2prbkqA/2p2nbr/3ppppp/1p3n2/1P1N4/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Nd4-c6;79
5;1;119998;0;2prbkqA/2p2nbr/2Nppppp/1p3n2/1P6/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Be8-d7;1
6;0;118680;0;2pr1kqA/2pb1nbr/2Nppppp/1p3n2/1P6/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Bb2-c3;180
7;1;119997;0;2pr1kqA/2pb1nbr/2Nppppp/1p3n2/1P6/PPBPPP2/R2N1P2/aQKBRP2 Aa;Pc7xc6;1
8;0;118500;0;2pr1kqA/3b1nbr/2pppppp/1p3n2/1P6/PPBPPP2/R2N1P2/aQKBRP2 Aa;Nd2-e4;244
9;1;119996;0;2pr1kqA/3b1nbr/2pppppp/1p3n2/1P2N3/PPBPPP2/R4P2/aQKBRP2 Aa;Pb5-a4;2
10;0;118256;0;2pr1kqA/3b1nbr/2pppppp/5n2/pP2N3/PPBPPP2/R4P2/aQKBRP2 Aa;Ne4-g5;79
11;1;119994;0;2pr1kqA/3b1nbr/2pppppp/5nN1/pP6/PPBPPP2/R4P2/aQKBRP2 Aa;Aa1-b2;0
12;0;118177;0;2pr1kqA/3b1nbr/2pppppp/5nN1/pP6/PPBPPP2/Ra3P2/1QKBRP2 A;Pa3xa4;251
13;1;119994;0;2pr1kqA/3b1nbr/2pppppp/5nN1/PP6/1PBPPP2/Ra3P2/1QKBRP2 A;Pc6-d5;1
14;0;117926;0;2pr1kqA/3b1nbr/3ppppp/3p1nN1/PP6/1PBPPP2/Ra3P2/1QKBRP2 A;Pb3-c4;296
15;1;119993;0;2pr1kqA/3b1nbr/3ppppp/3p1nN1/PPP5/2BPPP2/Ra3P2/1QKBRP2 A;Pf6-e5;1
16;0;117630;0;2pr1kqA/3b1nbr/3pp1pp/3ppnN1/PPP5/2BPPP2/Ra3P2/1QKBRP2 A;Qb1-a1;422
17;1;119992;0;2pr1kqA/3b1nbr/3pp1pp/3ppnN1/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Bd7-b5;1
18;0;117208;0;2pr1kqA/5nbr/3pp1pp/1b1ppnN1/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Ng5xe6;239
19;1;119991;0;2pr1kqA/5nbr/3pN1pp/1b1ppn2/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Kf8-e8;1
20;0;116969;0;2prk1qA/5nbr/3pN1pp/1b1ppn2/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Ne6-c7;258
21;1;119990;0;2prk1qA/2N2nbr/3p2pp/1b1ppn2/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Ke8-e7;1
22;0;116711;0;2pr2qA/2N1knbr/3p2pp/1b1ppn2/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Nc7xd5;758
23;1;119989;0;2pr2qA/4knbr/3p2pp/1b1Npn2/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Ke7-e6;1
24;0;115953;0;2pr2qA/5nbr/3pk1pp/1b1Npn2/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Nd5-c7;170
25;1;119988;0;2pr2qA/2N2nbr/3pk1pp/1b2pn2/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Ke6-e7;1
26;0;115783;0;2pr2qA/2N1knbr/3p2pp/1b2pn2/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Nc7-d5;776
27;1;119987;0;2pr2qA/4knbr/3p2pp/1b1Npn2/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Ke7-e6;2
28;0;115007;0;2pr2qA/5nbr/3pk1pp/1b1Npn2/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Nd5-c7;986
29;1;119985;0;2pr2qA/2N2nbr/3pk1pp/1b2pn2/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Ke6-f6;1
30;0;114021;0;2pr2qA/2N2nbr/3p1kpp/1b2pn2/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Nc7-d5;5388
31;1;119984;0;2pr2qA/5nbr/3p1kpp/1b1Npn2/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Kf6-g5;1
32;0;108633;0;2pr2qA/5nbr/3p2pp/1b1Npnk1/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Nd5-e7;2228
33;1;119983;0;2pr2qA/4Nnbr/3p2pp/1b2pnk1/PPP5/2BPPP2/Ra3P2/Q1KBRP2 A;Nf5-h4;1
34;0;106405;0;2pr2qA/4Nnbr/3p2pp/1b2p1k1/PPP4n/2BPPP2/Ra3P2/Q1KBRP2 A;Ne7-d5;178
35;1;119982;0;2pr2qA/5nbr/3p2pp/1b1Np1k1/PPP4n/2BPPP2/Ra3P2/Q1KBRP2 A;Nh4-g2;1
36;0;106227;0;2pr2qA/5nbr/3p2pp/1b1Np1k1/PPP5/2BPPP2/Ra3Pn1/Q1KBRP2 A;Nd5-e7;980
37;1;119981;0;2pr2qA/4Nnbr/3p2pp/1b2p1k1/PPP5/2BPPP2/Ra3Pn1/Q1KBRP2 A;Kg5-f6;1
38;0;105247;0;2pr2qA/4Nnbr/3p1kpp/1b2p3/PPP5/2BPPP2/Ra3Pn1/Q1KBRP2 A;Ne7-d5;486
39;1;119980;0;2pr2qA/5nbr/3p1kpp/1b1Np3/PPP5/2BPPP2/Ra3Pn1/Q1KBRP2 A;Kf6-e6;0
40;0;104761;0;2pr2qA/5nbr/3pk1pp/1b1Np3/PPP5/2BPPP2/Ra3Pn1/Q1KBRP2 A;Nd5-c7;854
41;1;119980;0;2pr2qA/2N2nbr/3pk1pp/1b2p3/PPP5/2BPPP2/Ra3Pn1/Q1KBRP2 A;Ke6-f5;345
