GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;2;Group04Ki;120000,0
1;3;BasicKI;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Pc3-b4;1
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/1P6/PP1PPP2/RBNN1P2/aQKBRP2 Aa;Ne7-f5;487
2;0;119999;0;2prbkqA/2p2nbr/2pppppp/5n2/1P6/PP1PPP2/RBNN1P2/aQKBRP2 Aa;Pf2-g3;1
3;1;119513;0;2prbkqA/2p2nbr/2pppppp/5n2/1P6/PP1PPPP1/RBNN4/aQKBRP2 Aa;Pc6-d5;626
4;0;119998;0;2prbkqA/2p2nbr/3ppppp/3p1n2/1P6/PP1PPPP1/RBNN4/aQKBRP2 Aa;Bb2-c3;1
5;1;118887;0;2prbkqA/2p2nbr/3ppppp/3p1n2/1P6/PPBPPPP1/R1NN4/aQKBRP2 Aa;Nf7-g5;1242
6;0;119997;0;2prbkqA/2p3br/3ppppp/3p1nn1/1P6/PPBPPPP1/R1NN4/aQKBRP2 Aa;Pg3-h4;2
7;1;117645;0;2prbkqA/2p3br/3ppppp/3p1nn1/1P5P/PPBPPP2/R1NN4/aQKBRP2 Aa;Qg8-f7;1346
8;0;119995;0;2prbk1A/2p2qbr/3ppppp/3p1nn1/1P5P/PPBPPP2/R1NN4/aQKBRP2 Aa;Nd2-e4;1
9;1;116299;0;2prbk1A/2p2qbr/3ppppp/3p1nn1/1P2N2P/PPBPPP2/R1N5/aQKBRP2 Aa;Ng5xe4;1189
10;0;119994;0;2prbk1A/2p2qbr/3ppppp/3p1n2/1P2n2P/PPBPPP2/R1N5/aQKBRP2 Aa;Bd1-e2;1
11;1;115110;0;2prbk1A/2p2qbr/3ppppp/3p1n2/1P2n2P/PPBPPP2/R1N1B3/aQK1RP2 Aa;Ph6-g5;1152
12;0;119993;0;2prbk1A/2p2qbr/3pppp1/3p1np1/1P2n2P/PPBPPP2/R1N1B3/aQK1RP2 Aa;Bc3-b2;0
13;1;113958;0;2prbk1A/2p2qbr/3pppp1/3p1np1/1P2n2P/PP1PPP2/RBN1B3/aQK1RP2 Aa;Rh7xh4;1361
14;0;119993;0;2prbk1A/2p2qb1/3pppp1/3p1np1/1P2n2r/PP1PPP2/RBN1B3/aQK1RP2 Aa;Pe3-f4;1
15;1;112597;0;2prbk1A/2p2qb1/3pppp1/3p1np1/1P2nP1r/PP1P1P2/RBN1B3/aQK1RP2 Aa;Nf5-d4;1659
16;0;119992;0;2prbk1A/2p2qb1/3pppp1/3p2p1/1P1nnP1r/PP1P1P2/RBN1B3/aQK1RP2 Aa;Bb2-c3;0
17;1;110938;0;2prbk1A/2p2qb1/3pppp1/3p2p1/1P1nnP1r/PPBP1P2/R1N1B3/aQK1RP2 Aa;Be8-b5;535
18;0;119992;0;2pr1k1A/2p2qb1/3pppp1/1b1p2p1/1P1nnP1r/PPBP1P2/R1N1B3/aQK1RP2 Aa;Pb3-a4;1
19;1;110403;0;2pr1k1A/2p2qb1/3pppp1/1b1p2p1/PP1nnP1r/P1BP1P2/R1N1B3/aQK1RP2 Aa;Bg7-h6;2654
20;0;119991;0;2pr1k1A/2p2q2/3ppppb/1b1p2p1/PP1nnP1r/P1BP1P2/R1N1B3/aQK1RP2 Aa;Ah8-g8;0
21;1;107749;0;2pr1kA1/2p2q2/3ppppb/1b1p2p1/PP1nnP1r/P1BP1P2/R1N1B3/aQK1RP2 a;Rh4-h2;2598
22;0;119991;0;2pr1kA1/2p2q2/3ppppb/1b1p2p1/PP1nnP2/P1BP1P2/R1N1B2r/aQK1RP2 a;Ra2-b2;1
23;1;105151;0;2pr1kA1/2p2q2/3ppppb/1b1p2p1/PP1nnP2/P1BP1P2/1RN1B2r/aQK1RP2 a;Rh2xe2;2513
24;0;119990;0;2pr1kA1/2p2q2/3ppppb/1b1p2p1/PP1nnP2/P1BP1P2/1RN1r3/aQK1RP2 a;Pf3-g4;1
25;1;102638;0;2pr1kA1/2p2q2/3ppppb/1b1p2p1/PP1nnPP1/P1BP4/1RN1r3/aQK1RP2 a;Ne4xc3;2424
26;0;119989;0;2pr1kA1/2p2q2/3ppppb/1b1p2p1/PP1n1PP1/P1nP4/1RN1r3/aQK1RP2 a;Pg4-f5;1
27;1;100214;0;2pr1kA1/2p2q2/3ppppb/1b1p1Pp1/PP1n1P2/P1nP4/1RN1r3/aQK1RP2 a;Nc3-e4;1237
28;0;119988;0;2pr1kA1/2p2q2/3ppppb/1b1p1Pp1/PP1nnP2/P2P4/1RN1r3/aQK1RP2 a;Re1xe2;1
29;1;98977;0;2pr1kA1/2p2q2/3ppppb/1b1p1Pp1/PP1nnP2/P2P4/1RN1R3/aQK2P2 a;Nd4xe2;1659
30;0;119987;0;2pr1kA1/2p2q2/3ppppb/1b1p1Pp1/PP2nP2/P2P4/1RN1n3/aQK2P2 a;Kc1-d1;0
31;1;97318;0;2pr1kA1/2p2q2/3ppppb/1b1p1Pp1/PP2nP2/P2P4/1RN1n3/aQ1K1P2 a;Ne2xf4;1154
32;0;119987;0;2pr1kA1/2p2q2/3ppppb/1b1p1Pp1/PP2nn2/P2P4/1RN5/aQ1K1P2 a;Nc2-e1;1
33;1;96164;0;2pr1kA1/2p2q2/3ppppb/1b1p1Pp1/PP2nn2/P2P4/1R6/aQ1KNP2 a;Aa1-c2;1206
34;0;119986;0;2pr1kA1/2p2q2/3ppppb/1b1p1Pp1/PP2nn2/P2P4/1Ra5/1Q1KNP2 -;Ag8-h7;1
35;1;94958;0;2pr1k2/2p2q1A/3ppppb/1b1p1Pp1/PP2nn2/P2P4/1Ra5/1Q1KNP2 -;Kf8-g7;767
36;0;119985;0;2pr4/2p2qkA/3ppppb/1b1p1Pp1/PP2nn2/P2P4/1Ra5/1Q1KNP2 -;Ah7-h8;1
37;1;94191;0;2pr3A/2p2qk1/3ppppb/1b1p1Pp1/PP2nn2/P2P4/1Ra5/1Q1KNP2 -;Bb5-e8;916
38;0;119984;0;2prb2A/2p2qk1/3ppppb/3p1Pp1/PP2nn2/P2P4/1Ra5/1Q1KNP2 -;Ah8-g8;1
39;1;93275;0;2prb1A1/2p2qk1/3ppppb/3p1Pp1/PP2nn2/P2P4/1Ra5/1Q1KNP2 -;Pf6xf5;606
