GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;4;Group06BasicKI;120000,0
1;3;BasicKI;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Pf3-e4;234
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/4P3/PPPPP3/RBNN1P2/aQKBRP2 Aa;Ne7-d5;533
2;0;119766;0;2prbkqA/2p2nbr/2pppppp/3n4/4P3/PPPPP3/RBNN1P2/aQKBRP2 Aa;Pe3-d4;331
3;1;119467;0;2prbkqA/2p2nbr/2pppppp/3n4/3PP3/PPPP4/RBNN1P2/aQKBRP2 Aa;Pc6-b5;741
4;0;119435;0;2prbkqA/2p2nbr/3ppppp/1p1n4/3PP3/PPPP4/RBNN1P2/aQKBRP2 Aa;Pc3-b4;443
5;1;118726;0;2prbkqA/2p2nbr/3ppppp/1p1n4/1P1PP3/PP1P4/RBNN1P2/aQKBRP2 Aa;Nf7-e5;579
6;0;118992;0;2prbkqA/2p3br/3ppppp/1p1nn3/1P1PP3/PP1P4/RBNN1P2/aQKBRP2 Aa;Nc2-e3;163
7;1;118147;0;2prbkqA/2p3br/3ppppp/1p1nn3/1P1PP3/PP1PN3/RB1N1P2/aQKBRP2 Aa;Qg8-f7;777
8;0;118829;0;2prbk1A/2p2qbr/3ppppp/1p1nn3/1P1PP3/PP1PN3/RB1N1P2/aQKBRP2 Aa;Bd1-f3;440
9;1;117370;0;2prbk1A/2p2qbr/3ppppp/1p1nn3/1P1PP3/PP1PNB2/RB1N1P2/aQK1RP2 Aa;Nd5xe3;1134
10;0;118389;0;2prbk1A/2p2qbr/3ppppp/1p2n3/1P1PP3/PP1PnB2/RB1N1P2/aQK1RP2 Aa;Qb1-c2;326
11;1;116236;0;2prbk1A/2p2qbr/3ppppp/1p2n3/1P1PP3/PP1PnB2/RBQN1P2/a1K1RP2 Aa;Ne3xc2;1579
12;0;118063;0;2prbk1A/2p2qbr/3ppppp/1p2n3/1P1PP3/PP1P1B2/RBnN1P2/a1K1RP2 Aa;Pf1-g2;407
13;1;114657;0;2prbk1A/2p2qbr/3ppppp/1p2n3/1P1PP3/PP1P1B2/RBnN1PP1/a1K1R3 Aa;Nc2xd4;807
14;0;117656;0;2prbk1A/2p2qbr/3ppppp/1p2n3/1P1nP3/PP1P1B2/RB1N1PP1/a1K1R3 Aa;Pd3xd4;406
15;1;113850;0;2prbk1A/2p2qbr/3ppppp/1p2n3/1P1PP3/PP3B2/RB1N1PP1/a1K1R3 Aa;Ne5xf3;864
16;0;117250;0;2prbk1A/2p2qbr/3ppppp/1p6/1P1PP3/PP3n2/RB1N1PP1/a1K1R3 Aa;Pb3-c4;389
17;1;112986;0;2prbk1A/2p2qbr/3ppppp/1p6/1PPPP3/P4n2/RB1N1PP1/a1K1R3 Aa;Nf3xd4;1445
18;0;116861;0;2prbk1A/2p2qbr/3ppppp/1p6/1PPnP3/P7/RB1N1PP1/a1K1R3 Aa;Kc1-b1;255
19;1;111541;0;2prbk1A/2p2qbr/3ppppp/1p6/1PPnP3/P7/RB1N1PP1/aK2R3 Aa;Pd6-e5;1173
20;0;116606;0;2prbk1A/2p2qbr/4pppp/1p2p3/1PPnP3/P7/RB1N1PP1/aK2R3 Aa;Bb2-c3;326
21;1;110368;0;2prbk1A/2p2qbr/4pppp/1p2p3/1PPnP3/P1B5/R2N1PP1/aK2R3 Aa;Pe5xe4;1589
22;0;116280;0;2prbk1A/2p2qbr/4pppp/1p6/1PPnp3/P1B5/R2N1PP1/aK2R3 Aa;Ra2-b2;530
23;1;108779;0;2prbk1A/2p2qbr/4pppp/1p6/1PPnp3/P1B5/1R1N1PP1/aK2R3 Aa;Aa1-b3;289
24;0;115750;0;2prbk1A/2p2qbr/4pppp/1p6/1PPnp3/PaB5/1R1N1PP1/1K2R3 A;Pc4-d5;533
25;1;108490;0;2prbk1A/2p2qbr/4pppp/1p1P4/1P1np3/PaB5/1R1N1PP1/1K2R3 A;Pb5-c4;1823
26;0;115217;0;2prbk1A/2p2qbr/4pppp/3P4/1Ppnp3/PaB5/1R1N1PP1/1K2R3 A;Pb4-a5;397
27;1;106667;0;2prbk1A/2p2qbr/4pppp/P2P4/2pnp3/PaB5/1R1N1PP1/1K2R3 A;Pc4xc3;2027
28;0;114820;0;2prbk1A/2p2qbr/4pppp/P2P4/3np3/Pap5/1R1N1PP1/1K2R3 A;Pa5-b6;375
29;1;104640;0;2prbk1A/2p2qbr/1P2pppp/3P4/3np3/Pap5/1R1N1PP1/1K2R3 A;Pe6-f5;1498
30;0;114445;0;2prbk1A/2p2qbr/1P3ppp/3P1p2/3np3/Pap5/1R1N1PP1/1K2R3 A;Nd2xe4;738
31;1;103142;0;2prbk1A/2p2qbr/1P3ppp/3P1p2/3nN3/Pap5/1R3PP1/1K2R3 A;Nd4-f3;1462
32;0;113707;0;2prbk1A/2p2qbr/1P3ppp/3P1p2/4N3/Pap2n2/1R3PP1/1K2R3 A;Pb6-a7;637
33;1;101680;0;2prbk1A/P1p2qbr/5ppp/3P1p2/4N3/Pap2n2/1R3PP1/1K2R3 A;Qf7xd5;4695
34;0;113070;0;2prbk1A/P1p3br/5ppp/3q1p2/4N3/Pap2n2/1R3PP1/1K2R3 A;Rb2-e2;572
35;1;96985;0;2prbk1A/P1p3br/5ppp/3q1p2/4N3/Pap2n2/4RPP1/1K2R3 A;Ab3-a2;973
36;0;112498;0;2prbk1A/P1p3br/5ppp/3q1p2/4N3/P1p2n2/a3RPP1/1K2R3 A;Re2-e3;470
end; - ; - ; - ;2prbk1A/P1p3br/5ppp/3q1p2/4N3/P1p1Rn2/a4PP1/1K2R3 A; - ; - 

Player;Tournament-Seed;Name;TimeSettings;Points;Time left (ms)
0;4;Group06BasicKI;120000,0;1;112028
1;3;BasicKI;120000,0;0;96012
