GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;6;Nidoran;120000,0
1;4;Group06BasicKI;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Pc3-b4;1138
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/1P6/PP1PPP2/RBNN1P2/aQKBRP2 Aa;Pg6-f5;356
2;0;118862;0;2prbkqA/2p1nnbr/2pppp1p/5p2/1P6/PP1PPP2/RBNN1P2/aQKBRP2 Aa;Nc2-d4;77
3;1;119644;0;2prbkqA/2p1nnbr/2pppp1p/5p2/1P1N4/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Nf7-g5;125
4;0;118785;0;2prbkqA/2p1n1br/2pppp1p/5pn1/1P1N4/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Nd4xc6;92
5;1;119519;0;2prbkqA/2p1n1br/2Nppp1p/5pn1/1P6/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Pd6-c5;541
6;0;118693;0;2prbkqA/2p1n1br/2N1pp1p/2p2pn1/1P6/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Nc6-e5;163
7;1;118978;0;2prbkqA/2p1n1br/4pp1p/2p1Npn1/1P6/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Be8-c6;350
8;0;118530;0;2pr1kqA/2p1n1br/2b1pp1p/2p1Npn1/1P6/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Ne5-g6;227
9;1;118628;0;2pr1kqA/2p1n1br/2b1ppNp/2p2pn1/1P6/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Kf8-e8;141
10;0;118303;0;2prk1qA/2p1n1br/2b1ppNp/2p2pn1/1P6/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Bb2-c3;125
11;1;118487;0;2prk1qA/2p1n1br/2b1ppNp/2p2pn1/1P6/PPBPPP2/R2N1P2/aQKBRP2 Aa;Pc8-b7;1615
12;0;118178;0;3rk1qA/1pp1n1br/2b1ppNp/2p2pn1/1P6/PPBPPP2/R2N1P2/aQKBRP2 Aa;Nd2-c4;184
13;1;116872;0;3rk1qA/1pp1n1br/2b1ppNp/2p2pn1/1PN5/PPBPPP2/R4P2/aQKBRP2 Aa;Pf6-e5;827
14;0;117994;0;3rk1qA/1pp1n1br/2b1p1Np/2p1ppn1/1PN5/PPBPPP2/R4P2/aQKBRP2 Aa;Nc4-d6;67
15;1;116045;0;3rk1qA/1pp1n1br/2bNp1Np/2p1ppn1/1P6/PPBPPP2/R4P2/aQKBRP2 Aa;Rd8xd6;36
16;0;117927;0;4k1qA/1pp1n1br/2brp1Np/2p1ppn1/1P6/PPBPPP2/R4P2/aQKBRP2 Aa;Ra2-e2;423
17;1;116009;0;4k1qA/1pp1n1br/2brp1Np/2p1ppn1/1P6/PPBPPP2/4RP2/aQKBRP2 Aa;Ne7-d5;612
18;0;117504;0;4k1qA/1pp3br/2brp1Np/2pnppn1/1P6/PPBPPP2/4RP2/aQKBRP2 Aa;Pb3-c4;450
19;1;115397;0;4k1qA/1pp3br/2brp1Np/2pnppn1/1PP5/P1BPPP2/4RP2/aQKBRP2 Aa;Bg7-f6;631
20;0;117054;0;4k1qA/1pp4r/2brpbNp/2pnppn1/1PP5/P1BPPP2/4RP2/aQKBRP2 Aa;Qb1-b3;411
21;1;114766;0;4k1qA/1pp4r/2brpbNp/2pnppn1/1PP5/PQBPPP2/4RP2/a1KBRP2 Aa;Pf5-g4;654
22;0;116643;0;4k1qA/1pp4r/2brpbNp/2pnp1n1/1PP3p1/PQBPPP2/4RP2/a1KBRP2 Aa;Ng6-e7;170
23;1;114112;0;4k1qA/1pp1N2r/2brpb1p/2pnp1n1/1PP3p1/PQBPPP2/4RP2/a1KBRP2 Aa;Pe6-f5;826
24;0;116473;0;4k1qA/1pp1N2r/2br1b1p/2pnppn1/1PP3p1/PQBPPP2/4RP2/a1KBRP2 Aa;Ah8-g7;80
25;1;113286;0;4k1q1/1pp1N1Ar/2br1b1p/2pnppn1/1PP3p1/PQBPPP2/4RP2/a1KBRP2 a;Aa1-b1;805
26;0;116393;0;4k1q1/1pp1N1Ar/2br1b1p/2pnppn1/1PP3p1/PQBPPP2/4RP2/1aKBRP2 -;Qb3-a4;207
27;1;112481;0;4k1q1/1pp1N1Ar/2br1b1p/2pnppn1/QPP3p1/P1BPPP2/4RP2/1aKBRP2 -;Ab1-c2;59
28;0;116186;0;4k1q1/1pp1N1Ar/2br1b1p/2pnppn1/QPP3p1/P1BPPP2/2a1RP2/2KBRP2 -;Qa4-a8;2205
29;1;112422;0;Q3k1q1/1pp1N1Ar/2br1b1p/2pnppn1/1PP3p1/P1BPPP2/2a1RP2/2KBRP2 -;Rd6-d8;81
30;0;113981;0;Q2rk1q1/1pp1N1Ar/2b2b1p/2pnppn1/1PP3p1/P1BPPP2/2a1RP2/2KBRP2 -;Qa8-a4;2904
31;1;112341;0;3rk1q1/1pp1N1Ar/2b2b1p/2pnppn1/QPP3p1/P1BPPP2/2a1RP2/2KBRP2 -;Pb7-a6;869
32;0;111077;0;3rk1q1/2p1N1Ar/p1b2b1p/2pnppn1/QPP3p1/P1BPPP2/2a1RP2/2KBRP2 -;Ne7xf5;1475
33;1;111472;0;3rk1q1/2p3Ar/p1b2b1p/2pnpNn1/QPP3p1/P1BPPP2/2a1RP2/2KBRP2 -;Rd8-d6;822
34;0;109602;0;4k1q1/2p3Ar/p1br1b1p/2pnpNn1/QPP3p1/P1BPPP2/2a1RP2/2KBRP2 -;Nf5xd6;231
35;1;110650;0;4k1q1/2p3Ar/p1bN1b1p/2pnp1n1/QPP3p1/P1BPPP2/2a1RP2/2KBRP2 -;Ke8-d8;129
36;0;109371;0;3k2q1/2p3Ar/p1bN1b1p/2pnp1n1/QPP3p1/P1BPPP2/2a1RP2/2KBRP2 -;Ag7-f7;538
37;1;110521;0;3k2q1/2p2A1r/p1bN1b1p/2pnp1n1/QPP3p1/P1BPPP2/2a1RP2/2KBRP2 -;Ng5-e6;784
38;0;108833;0;3k2q1/2p2A1r/p1bNnb1p/2pnp3/QPP3p1/P1BPPP2/2a1RP2/2KBRP2 -;Af7-e7;383
39;1;109737;0;3k2q1/2p1A2r/p1bNnb1p/2pnp3/QPP3p1/P1BPPP2/2a1RP2/2KBRP2 -;Nd5xe3;898
40;0;108450;0;3k2q1/2p1A2r/p1bNnb1p/2p1p3/QPP3p1/P1BPnP2/2a1RP2/2KBRP2 -;Ae7-d7;647
41;1;108839;0;3k2q1/2pA3r/p1bNnb1p/2p1p3/QPP3p1/P1BPnP2/2a1RP2/2KBRP2 -;Bc6-d5;1038
42;0;107803;0;3k2q1/2pA3r/p2Nnb1p/2pbp3/QPP3p1/P1BPnP2/2a1RP2/2KBRP2 -;Ad7-c6;464
43;1;107801;0;3k2q1/2p4r/p1ANnb1p/2pbp3/QPP3p1/P1BPnP2/2a1RP2/2KBRP2 -;Qg8-g5;811
44;0;107339;0;3k4/2p4r/p1ANnb1p/2pbp1q1/QPP3p1/P1BPnP2/2a1RP2/2KBRP2 -;Bc3-a1;485
45;1;106990;0;3k4/2p4r/p1ANnb1p/2pbp1q1/QPP3p1/P2PnP2/2a1RP2/B1KBRP2 -;Ne3xc4;776
46;0;106854;0;3k4/2p4r/p1ANnb1p/2pbp1q1/QPn3p1/P2P1P2/2a1RP2/B1KBRP2 -;Re2-d2;652
47;1;106214;0;3k4/2p4r/p1ANnb1p/2pbp1q1/QPn3p1/P2P1P2/2aR1P2/B1KBRP2 -;Qg5xd2;678
48;0;106202;0;3k4/2p4r/p1ANnb1p/2pbp3/QPn3p1/P2P1P2/2aq1P2/B1KBRP2 -;Kc1-b1;306
49;1;105536;0;3k4/2p4r/p1ANnb1p/2pbp3/QPn3p1/P2P1P2/2aq1P2/BK1BRP2 -;Qd2-c1;802
50;0;105896;0;3k4/2p4r/p1ANnb1p/2pbp3/QPn3p1/P2P1P2/2a2P2/BKqBRP2 -;Kb1xc1;361
51;1;104734;0;3k4/2p4r/p1ANnb1p/2pbp3/QPn3p1/P2P1P2/2a2P2/B1KBRP2 -;Bf6-g5;1094
52;0;105535;0;3k4/2p4r/p1ANn2p/2pbp1b1/QPn3p1/P2P1P2/2a2P2/B1KBRP2 -;Pf2-e3;481
53;1;103640;0;3k4/2p4r/p1ANn2p/2pbp1b1/QPn3p1/P2PPP2/2a5/B1KBRP2 -;Nc4xd6;455
