GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;6;Nidoran;120000,0
1;0;BasicKI;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Pc3-b4;1134
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/1P6/PP1PPP2/RBNN1P2/aQKBRP2 Aa;Ne7-f5;472
2;0;118866;0;2prbkqA/2p2nbr/2pppppp/5n2/1P6/PP1PPP2/RBNN1P2/aQKBRP2 Aa;Nc2-d4;91
3;1;119528;0;2prbkqA/2p2nbr/2pppppp/5n2/1P1N4/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Nf5xd4;468
4;0;118775;0;2prbkqA/2p2nbr/2pppppp/8/1P1n4/PP1PPP2/RB1N1P2/aQKBRP2 Aa;Bb2xd4;100
5;1;119060;0;2prbkqA/2p2nbr/2pppppp/8/1P1B4/PP1PPP2/R2N1P2/aQKBRP2 Aa;Pc6-d5;712
6;0;118675;0;2prbkqA/2p2nbr/3ppppp/3p4/1P1B4/PP1PPP2/R2N1P2/aQKBRP2 Aa;Bd4xf6;274
7;1;118348;0;2prbkqA/2p2nbr/3ppBpp/3p4/1P6/PP1PPP2/R2N1P2/aQKBRP2 Aa;Bg7xf6;529
8;0;118401;0;2prbkqA/2p2n1r/3ppbpp/3p4/1P6/PP1PPP2/R2N1P2/aQKBRP2 Aa;Pe3-d4;137
9;1;117819;0;2prbkqA/2p2n1r/3ppbpp/3p4/1P1P4/PP1P1P2/R2N1P2/aQKBRP2 Aa;Qg8-g7;983
10;0;118264;0;2prbk1A/2p2nqr/3ppbpp/3p4/1P1P4/PP1P1P2/R2N1P2/aQKBRP2 Aa;Pd4-e5;290
11;1;116836;0;2prbk1A/2p2nqr/3ppbpp/3pP3/1P6/PP1P1P2/R2N1P2/aQKBRP2 Aa;Nf7xe5;974
12;0;117974;0;2prbk1A/2p3qr/3ppbpp/3pn3/1P6/PP1P1P2/R2N1P2/aQKBRP2 Aa;Kc1-c2;295
13;1;115862;0;2prbk1A/2p3qr/3ppbpp/3pn3/1P6/PP1P1P2/R1KN1P2/aQ1BRP2 Aa;Be8-b5;1909
14;0;117679;0;2pr1k1A/2p3qr/3ppbpp/1b1pn3/1P6/PP1P1P2/R1KN1P2/aQ1BRP2 Aa;Pd3-c4;203
