GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;2;Group04Ki;120000,0
1;6;Nidoran;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Nd2-c4;0
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/2N5/PPPPPP2/RBN2P2/aQKBRP2 Aa;Be8-d7;470
2;0;120000;0;2pr1kqA/2pbnnbr/2pppppp/8/2N5/PPPPPP2/RBN2P2/aQKBRP2 Aa;Pf1-e2;1
3;1;119530;0;2pr1kqA/2pbnnbr/2pppppp/8/2N5/PPPPPP2/RBN1PP2/aQKBR3 Aa;Ne7-d5;84
4;0;119999;0;2pr1kqA/2pb1nbr/2pppppp/3n4/2N5/PPPPPP2/RBN1PP2/aQKBR3 Aa;Nc2-b4;1
5;1;119446;0;2pr1kqA/2pb1nbr/2pppppp/3n4/1NN5/PPPPPP2/RB2PP2/aQKBR3 Aa;Nf7-e5;126
6;0;119998;0;2pr1kqA/2pb2br/2pppppp/3nn3/1NN5/PPPPPP2/RB2PP2/aQKBR3 Aa;Re1-h1;1
7;1;119320;0;2pr1kqA/2pb2br/2pppppp/3nn3/1NN5/PPPPPP2/RB2PP2/aQKB3R Aa;Qg8-f7;97
8;0;119997;0;2pr1k1A/2pb1qbr/2pppppp/3nn3/1NN5/PPPPPP2/RB2PP2/aQKB3R Aa;Nb4xc6;1
9;1;119223;0;2pr1k1A/2pb1qbr/2Nppppp/3nn3/2N5/PPPPPP2/RB2PP2/aQKB3R Aa;Pc8-b7;1172
10;0;119996;0;3r1k1A/1ppb1qbr/2Nppppp/3nn3/2N5/PPPPPP2/RB2PP2/aQKB3R Aa;Bd1-c2;1
11;1;118051;0;3r1k1A/1ppb1qbr/2Nppppp/3nn3/2N5/PPPPPP2/RBB1PP2/aQK4R Aa;Rd8-c8;1422
12;0;119995;0;2r2k1A/1ppb1qbr/2Nppppp/3nn3/2N5/PPPPPP2/RBB1PP2/aQK4R Aa;Pa3-b4;1
13;1;116629;0;2r2k1A/1ppb1qbr/2Nppppp/3nn3/1PN5/1PPPPP2/RBB1PP2/aQK4R Aa;Rc8-b8;1566
14;0;119994;0;1r3k1A/1ppb1qbr/2Nppppp/3nn3/1PN5/1PPPPP2/RBB1PP2/aQK4R Aa;Rh1-f1;0
15;1;115063;0;1r3k1A/1ppb1qbr/2Nppppp/3nn3/1PN5/1PPPPP2/RBB1PP2/aQK2R2 Aa;Rb8-a8;669
16;0;119994;0;r4k1A/1ppb1qbr/2Nppppp/3nn3/1PN5/1PPPPP2/RBB1PP2/aQK2R2 Aa;Nc4-a5;1
17;1;114394;0;r4k1A/1ppb1qbr/2Nppppp/N2nn3/1P6/1PPPPP2/RBB1PP2/aQK2R2 Aa;Ra8-a7;1277
18;0;119993;0;5k1A/rppb1qbr/2Nppppp/N2nn3/1P6/1PPPPP2/RBB1PP2/aQK2R2 Aa;Rf1-e1;1
19;1;113117;0;5k1A/rppb1qbr/2Nppppp/N2nn3/1P6/1PPPPP2/RBB1PP2/aQK1R3 Aa;Kf8-e8;1322
20;0;119992;0;4k2A/rppb1qbr/2Nppppp/N2nn3/1P6/1PPPPP2/RBB1PP2/aQK1R3 Aa;Nc6-e7;0
21;1;111795;0;4k2A/rppbNqbr/3ppppp/N2nn3/1P6/1PPPPP2/RBB1PP2/aQK1R3 Aa;Bd7-c6;268
22;0;119992;0;4k2A/rpp1Nqbr/2bppppp/N2nn3/1P6/1PPPPP2/RBB1PP2/aQK1R3 Aa;Ah8-g8;1
23;1;111527;0;4k1A1/rpp1Nqbr/2bppppp/N2nn3/1P6/1PPPPP2/RBB1PP2/aQK1R3 a;Qf7xe7;85
24;0;119991;0;4k1A1/rpp1q1br/2bppppp/N2nn3/1P6/1PPPPP2/RBB1PP2/aQK1R3 a;Ag8-f7;0
25;1;111442;0;4k3/rpp1qAbr/2bppppp/N2nn3/1P6/1PPPPP2/RBB1PP2/aQK1R3 a;Ke8-d7;1105
26;0;119991;0;8/rppkqAbr/2bppppp/N2nn3/1P6/1PPPPP2/RBB1PP2/aQK1R3 a;Re1-f1;1
27;1;110337;0;8/rppkqAbr/2bppppp/N2nn3/1P6/1PPPPP2/RBB1PP2/aQK2R2 a;Pe6-f5;401
28;0;119990;0;8/rppkqAbr/2bp1ppp/N2nnp2/1P6/1PPPPP2/RBB1PP2/aQK2R2 a;Af7-e8;1
29;1;109936;0;4A3/rppkq1br/2bp1ppp/N2nnp2/1P6/1PPPPP2/RBB1PP2/aQK2R2 a;Pc7-b6;1434
30;0;119989;0;4A3/rp1kq1br/1pbp1ppp/N2nnp2/1P6/1PPPPP2/RBB1PP2/aQK2R2 a;Rf1-e1;2
31;1;108502;0;4A3/rp1kq1br/1pbp1ppp/N2nnp2/1P6/1PPPPP2/RBB1PP2/aQK1R3 a;Kd7-c7;1027
32;0;119987;0;4A3/rpk1q1br/1pbp1ppp/N2nnp2/1P6/1PPPPP2/RBB1PP2/aQK1R3 a;Ra2-a3;1
33;1;107475;0;4A3/rpk1q1br/1pbp1ppp/N2nnp2/1P6/RPPPPP2/1BB1PP2/aQK1R3 a;Pb7-a6;1292
34;0;119986;0;4A3/r1k1q1br/ppbp1ppp/N2nnp2/1P6/RPPPPP2/1BB1PP2/aQK1R3 a;Ae8-d7;1
35;1;106183;0;8/r1kAq1br/ppbp1ppp/N2nnp2/1P6/RPPPPP2/1BB1PP2/aQK1R3 a;Bc6-b5;350
36;0;119985;0;8/r1kAq1br/pp1p1ppp/Nb1nnp2/1P6/RPPPPP2/1BB1PP2/aQK1R3 a;Pb4-c5;0
37;1;105833;0;8/r1kAq1br/pp1p1ppp/NbPnnp2/8/RPPPPP2/1BB1PP2/aQK1R3 a;Kc7-b8;513
38;0;119985;0;1k6/r2Aq1br/pp1p1ppp/NbPnnp2/8/RPPPPP2/1BB1PP2/aQK1R3 a;Ad7-e6;0
39;1;105320;0;1k6/r3q1br/pp1pAppp/NbPnnp2/8/RPPPPP2/1BB1PP2/aQK1R3 a;Kb8-c8;854
40;0;119985;0;2k5/r3q1br/pp1pAppp/NbPnnp2/8/RPPPPP2/1BB1PP2/aQK1R3 a;Re1-h1;273
41;1;104466;0;2k5/r3q1br/pp1pAppp/NbPnnp2/8/RPPPPP2/1BB1PP2/aQK4R a;Qe7-b7;1895
42;0;119712;0;2k5/rq4br/pp1pAppp/NbPnnp2/8/RPPPPP2/1BB1PP2/aQK4R a;Ae6-f7;164
43;1;102571;0;2k5/rq3Abr/pp1p1ppp/NbPnnp2/8/RPPPPP2/1BB1PP2/aQK4R a;Kc8-c7;3165
44;0;119548;0;8/rqk2Abr/pp1p1ppp/NbPnnp2/8/RPPPPP2/1BB1PP2/aQK4R a;Rh1xh6;475
45;1;99406;0;8/rqk2Abr/pp1p1ppR/NbPnnp2/8/RPPPPP2/1BB1PP2/aQK5 a;Kc7-d7;206
46;0;119073;0;8/rq1k1Abr/pp1p1ppR/NbPnnp2/8/RPPPPP2/1BB1PP2/aQK5 a;Kc1-d1;641
47;1;99200;0;8/rq1k1Abr/pp1p1ppR/NbPnnp2/8/RPPPPP2/1BB1PP2/aQ1K4 a;Bg7-h8;357
48;0;118432;0;7b/rq1k1A1r/pp1p1ppR/NbPnnp2/8/RPPPPP2/1BB1PP2/aQ1K4 a;Kd1-e1;677
49;1;98843;0;7b/rq1k1A1r/pp1p1ppR/NbPnnp2/8/RPPPPP2/1BB1PP2/aQ2K3 a;Pf6-g5;318
50;0;117755;0;7b/rq1k1A1r/pp1p2pR/NbPnnpp1/8/RPPPPP2/1BB1PP2/aQ2K3 a;Ke1-f1;902
51;1;98525;0;7b/rq1k1A1r/pp1p2pR/NbPnnpp1/8/RPPPPP2/1BB1PP2/aQ3K2 a;Qb7-c6;172
52;0;116853;0;7b/r2k1A1r/ppqp2pR/NbPnnpp1/8/RPPPPP2/1BB1PP2/aQ3K2 a;Kf1-g1;214
53;1;98353;0;7b/r2k1A1r/ppqp2pR/NbPnnpp1/8/RPPPPP2/1BB1PP2/aQ4K1 a;Qc6xc5;293
54;0;116639;0;7b/r2k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPP2/1BB1PP2/aQ4K1 a;Kg1-h1;179
55;1;98060;0;7b/r2k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPP2/1BB1PP2/aQ5K a;Ra7-a8;513
56;0;116460;0;r6b/3k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPP2/1BB1PP2/aQ5K a;Kh1-h2;183
57;1;97547;0;r6b/3k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPP2/1BB1PP1K/aQ6 a;Ra8-a7;424
58;0;116277;0;7b/r2k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPP2/1BB1PP1K/aQ6 a;Qb1-a2;637
59;1;97123;0;7b/r2k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPP2/QBB1PP1K/a7 a;Ra7-a8;556
60;0;115640;0;r6b/3k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPP2/QBB1PP1K/a7 a;Kh2-h3;544
61;1;96567;0;r6b/3k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPP1K/QBB1PP2/a7 a;Ra8-a7;1661
62;0;115096;0;7b/r2k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPP1K/QBB1PP2/a7 a;Pf2-g3;380
63;1;94906;0;7b/r2k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPPPK/QBB1P3/a7 a;Ra7-a8;888
64;0;114716;0;r6b/3k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPPPK/QBB1P3/a7 a;Bc2-d1;461
65;1;94018;0;r6b/3k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPPPK/QB2P3/a2B4 a;Ra8-a7;594
66;0;114255;0;7b/r2k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPPPK/QB2P3/a2B4 a;Bd1-c2;356
67;1;93424;0;7b/r2k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPPPK/QBB1P3/a7 a;Ra7-a8;915
68;0;113899;0;r6b/3k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPPPK/QBB1P3/a7 a;Bc2-d1;468
69;1;92509;0;r6b/3k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPPPK/QB2P3/a2B4 a;Ra8-a7;603
70;0;113431;0;7b/r2k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPPPK/QB2P3/a2B4 a;Bd1-c2;382
end; - ; - ; - ;7b/r2k1A1r/pp1p2pR/Nbqnnpp1/8/RPPPPPPK/QBB1P3/a7 a; - ; - 

Player;Tournament-Seed;Name;TimeSettings;Points;Time left (ms)
0;2;Group04Ki;120000,0;0;113049
1;6;Nidoran;120000,0;0;91906
