GameName;GameSettings
AntiKingChess;

Player;Tournament-Seed;Name;TimeSettings
0;2;Group04Ki;120000,0
1;1;KartoffelKI;120000,0

ID;Player;Time (ms);Bonus (ms);Representation;Move;Used time (ms)
0;0;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPP2/RBNN1P2/aQKBRP2 Aa;Pf2-g3;0
1;1;120000;0;2prbkqA/2p1nnbr/2pppppp/8/8/PPPPPPP1/RBNN4/aQKBRP2 Aa;Pf6-g5;858
2;0;120000;0;2prbkqA/2p1nnbr/2ppp1pp/6p1/8/PPPPPPP1/RBNN4/aQKBRP2 Aa;Pd3-c4;1
3;1;119142;0;2prbkqA/2p1nnbr/2ppp1pp/6p1/2P5/PPP1PPP1/RBNN4/aQKBRP2 Aa;Pd6-c5;446
4;0;119999;0;2prbkqA/2p1nnbr/2p1p1pp/2p3p1/2P5/PPP1PPP1/RBNN4/aQKBRP2 Aa;Pc4xc5;1
5;1;118696;0;2prbkqA/2p1nnbr/2p1p1pp/2P3p1/8/PPP1PPP1/RBNN4/aQKBRP2 Aa;Pc6xc5;1494
6;0;119998;0;2prbkqA/2p1nnbr/4p1pp/2p3p1/8/PPP1PPP1/RBNN4/aQKBRP2 Aa;Pa3-b4;0
7;1;117202;0;2prbkqA/2p1nnbr/4p1pp/2p3p1/1P6/1PP1PPP1/RBNN4/aQKBRP2 Aa;Nf7-e5;1301
8;0;119998;0;2prbkqA/2p1n1br/4p1pp/2p1n1p1/1P6/1PP1PPP1/RBNN4/aQKBRP2 Aa;Pc3-d4;1
9;1;115901;0;2prbkqA/2p1n1br/4p1pp/2p1n1p1/1P1P4/1P2PPP1/RBNN4/aQKBRP2 Aa;Ne5-d3;252
end; - ; - ; - ;2prbkqA/2p1n1br/4p1pp/2p3p1/1P1P4/1P1nPPP1/RBNN4/aQKBRP2 Aa; - ; - 

Player;Tournament-Seed;Name;TimeSettings;Points;Time left (ms)
0;2;Group04Ki;120000,0;0;119997
1;1;KartoffelKI;120000,0;1;115649
